ACCT_000006,0.0,2021-08-02,-271.78
ACCT_000006,0.0,2021-08-29,1903.92
ACCT_000006,0.0,2021-08-31,100.0
ACCT_000006,0.0,2021-10-02,1626.13
ACCT_000006,0.0,2021-10-12,151.59
ACCT_000006,0.0,2021-10-29,100.0
ACCT_000006,0.0,2021-11-22,23602.35
ACCT_000006,0.0,2021-12-01,6000.0
ACCT_000051,0.0,2021-11-03,384.67
ACCT_000051,0.0,2021-11-16,120.91
ACCT_000051,0.0,2021-11-22,85420.36
ACCT_000051,0.0,2021-11-30,1170.19
ACCT_000051,0.0,2021-12-03,489.18
ACCT_000082,0.0,2021-05-03,1186.18
ACCT_000082,0.0,2021-08-19,8.1
ACCT_000082,0.0,2021-10-12,1067.59
ACCT_000082,0.0,2021-11-06,2600.0
ACCT_000132,0.0,2021-07-27,3.58
ACCT_000132,0.0,2021-08-06,150.1
ACCT_000132,0.0,2021-08-07,8.48
ACCT_000132,0.0,2021-08-16,1129.34
ACCT_000132,0.0,2021-08-17,1174.5
ACCT_000132,0.0,2021-08-18,37799.61
ACCT_000132,0.0,2021-08-21,177.39
ACCT_000132,0.0,2021-09-08,165.61
ACCT_000132,0.0,2021-09-24,19534.85
ACCT_000132,0.0,2021-10-06,416.03
ACCT_000132,0.0,2021-10-23,203.93
ACCT_000132,0.0,2021-10-30,134000.0
ACCT_000132,0.0,2021-11-07,225.55
ACCT_000132,0.0,2021-11-09,1413.47
ACCT_000132,0.0,2021-11-10,32377.14
ACCT_000132,0.0,2021-11-12,6000.0
ACCT_000132,0.0,2021-11-21,168.42
ACCT_000132,0.0,2021-11-24,10237.56
ACCT_000132,0.0,2021-11-27,13.79
ACCT_000132,0.0,2021-11-28,683.45
ACCT_000132,0.0,2021-11-30,103.31
ACCT_000132,0.0,2021-12-04,6200.0
ACCT_000132,0.0,2021-12-07,11000.0
ACCT_000132,0.0,2021-12-08,2613.5899999999997
ACCT_000184,0.0,2021-04-22,7000.0
ACCT_000184,0.0,2021-04-24,34.53
ACCT_000184,0.0,2021-04-26,600.0
ACCT_000184,0.0,2021-05-10,23500.0
ACCT_000184,0.0,2021-05-11,8907.81
ACCT_000184,0.0,2021-05-15,120.71
ACCT_000184,0.0,2021-05-29,266.36
ACCT_000184,0.0,2021-06-03,69.77
ACCT_000184,0.0,2021-06-10,2895.78
ACCT_000184,0.0,2021-06-20,63.39
ACCT_000184,0.0,2021-06-28,1000.0
ACCT_000184,0.0,2021-07-03,717.0
ACCT_000184,0.0,2021-07-17,49395.83
ACCT_000184,0.0,2021-07-23,154291.63
ACCT_000184,0.0,2021-08-03,472.69
ACCT_000184,0.0,2021-08-05,302.1
ACCT_000184,0.0,2021-08-11,1000.0
ACCT_000184,0.0,2021-08-13,7318.31
ACCT_000184,0.0,2021-08-14,2000.0
ACCT_000184,0.0,2021-08-18,10.63
ACCT_000184,0.0,2021-09-02,4.58
ACCT_000184,0.0,2021-09-03,1796.39
ACCT_000184,0.0,2021-09-04,26622.53
ACCT_000184,0.0,2021-09-15,1000.0
ACCT_000184,0.0,2021-09-17,12200.0
ACCT_000184,0.0,2021-09-20,1156.12
ACCT_000184,0.0,2021-09-23,3000.0
ACCT_000184,0.0,2021-09-26,21000.0
ACCT_000184,0.0,2021-10-20,693.76
ACCT_000184,0.0,2021-10-27,4106.09
ACCT_000184,0.0,2021-10-29,500.0
ACCT_000184,0.0,2021-11-03,4600.0
ACCT_000184,0.0,2021-11-08,742.41
ACCT_000184,0.0,2021-11-09,21.74
ACCT_000184,0.0,2021-11-11,600.0
ACCT_000184,0.0,2021-11-20,177559.07
ACCT_000184,0.0,2021-11-22,800.0
ACCT_000184,0.0,2021-11-25,2310.58
ACCT_000184,0.0,2021-11-27,1596.7
ACCT_000184,0.0,2021-11-29,2000.0
ACCT_000184,0.0,2021-11-30,3555.87
ACCT_000184,0.0,2021-12-09,18719.44
ACCT_000197,0.0,2021-05-07,664.87
ACCT_000197,0.0,2021-06-03,500.0
ACCT_000197,0.0,2021-07-05,200.0
ACCT_000197,0.0,2021-07-07,12.72
ACCT_000197,0.0,2021-07-13,85457.53
ACCT_000197,0.0,2021-07-21,3779.74
ACCT_000197,0.0,2021-08-09,222.65
ACCT_000197,0.0,2021-08-11,808.43
ACCT_000197,0.0,2021-08-20,1108.59
ACCT_000197,0.0,2021-09-02,3000.0
ACCT_000197,0.0,2021-09-16,400.0
ACCT_000197,0.0,2021-09-22,684.6800000000001
ACCT_000197,0.0,2021-11-01,1000.0
ACCT_000197,0.0,2021-12-03,5093.05
ACCT_000208,0.0,2021-06-22,402.79
ACCT_000208,0.0,2021-07-29,268.16
ACCT_000208,0.0,2021-09-08,2.87
ACCT_000208,0.0,2021-09-15,49.56
ACCT_000208,0.0,2021-09-25,14000.0
ACCT_000208,0.0,2021-10-22,3500.0
ACCT_000215,0.0,2021-10-14,104.77
ACCT_000246,0.0,2021-05-14,20000.0
ACCT_000246,0.0,2021-08-05,4000.0
ACCT_000246,0.0,2021-11-10,248.24
ACCT_000252,0.0,2021-05-31,100.0
ACCT_000252,0.0,2021-07-24,500.0
ACCT_000252,0.0,2021-08-15,9322.33
ACCT_000252,0.0,2021-09-09,108.89
ACCT_000252,0.0,2021-11-22,1203.47
ACCT_000268,0.0,2021-06-18,221.15
ACCT_000375,0.0,2021-04-20,839.49
ACCT_000375,0.0,2021-04-22,3600.0
ACCT_000375,0.0,2021-04-23,111.3
ACCT_000375,0.0,2021-04-24,21609.170000000002
ACCT_000375,0.0,2021-04-25,37.71
ACCT_000375,0.0,2021-04-26,15.53
ACCT_000375,0.0,2021-04-29,24.25
ACCT_000375,0.0,2021-05-03,5935.23
ACCT_000375,0.0,2021-05-04,10131.06
ACCT_000375,0.0,2021-05-05,4072.44
ACCT_000375,0.0,2021-05-06,83.95
ACCT_000375,0.0,2021-05-07,44581.28
ACCT_000375,0.0,2021-05-11,702.95
ACCT_000375,0.0,2021-05-12,111.01
ACCT_000375,0.0,2021-05-13,5181.74
ACCT_000375,0.0,2021-05-15,11641.1
ACCT_000375,0.0,2021-05-18,13358.78
ACCT_000375,0.0,2021-05-19,2326.35
ACCT_000375,0.0,2021-05-20,100919.62
ACCT_000375,0.0,2021-05-22,187.23000000000002
ACCT_000375,0.0,2021-05-24,1498.1100000000001
ACCT_000375,0.0,2021-05-25,6801.99
ACCT_000375,0.0,2021-05-26,2553.14
ACCT_000375,0.0,2021-05-27,6007.97
ACCT_000375,0.0,2021-05-28,84747.55
ACCT_000375,0.0,2021-05-29,14250.68
ACCT_000375,0.0,2021-05-30,11.0
ACCT_000375,0.0,2021-05-31,35.65
ACCT_000375,0.0,2021-06-02,50.05
ACCT_000375,0.0,2021-06-03,11558.44
ACCT_000375,0.0,2021-06-04,411.2
ACCT_000375,0.0,2021-06-05,376283.44
ACCT_000375,0.0,2021-06-06,489.12
